core1,core2,core3,core4,core5,core6,core7,core8,mem,gpu,norm_ex_time
82.51,5.81,6.52,2.29,2.75,2.63,1.11,1.76,141.94,3.61,646
83.48,6.14,7.0,1.95,2.72,1.95,1.07,1.7,138.95,3.3,647
82.33,6.13,6.84,1.83,2.86,2.15,1.33,1.65,145.85,3.39,648
81.93,6.11,6.56,2.05,2.7,1.61,1.01,1.31,132.26,3.6,649
97.84,5.91,6.58,2.28,2.54,1.88,1.4,1.64,142.53,3.73,650
101.11,6.05,6.46,2.36,2.64,1.73,0.97,1.54,140.78,3.25,651
74.36,5.9,6.64,2.03,2.85,1.95,1.24,1.63,137.67,3.76,652
99.54,6.05,6.96,1.72,2.83,1.55,1.04,1.69,136.62,3.43,653
93.1,6.16,7.43,1.67,2.83,0.24,0.91,1.66,123.65,0.9,654
99.52,5.73,6.84,2.32,2.63,0.28,0.82,1.62,123.9,4.11,655
93.53,6.02,7.34,2.21,2.74,2.23,1.07,1.33,116.34,3.22,656
98.22,5.7,7.04,1.72,2.84,1.96,1.43,1.56,123.88,3.79,657
89.43,5.98,7.87,1.9,2.51,1.95,1.07,1.52,140.79,3.81,658
101.62,6.1,7.19,2.06,2.65,1.46,1.0,1.63,123.83,3.87,659
84.4,6.1,6.69,2.58,2.7,1.91,1.23,1.7,123.86,2.78,660
89.42,5.93,7.14,2.48,2.73,1.99,1.11,1.82,123.9,3.45,661
96.1,5.78,7.12,1.9,3.16,1.6,1.51,1.57,123.62,3.64,662
101.8,6.17,7.13,1.84,3.24,1.65,1.35,1.32,123.74,3.41,663
104.25,5.63,7.18,2.15,3.18,1.71,0.67,1.46,124.01,3.87,664
92.02,6.01,7.25,1.89,3.28,1.88,1.09,1.68,123.85,4.36,665
90.76,5.98,7.19,2.16,3.17,1.82,1.5,1.75,123.86,3.56,666
89.25,6.13,7.88,2.1,3.16,2.01,1.23,1.37,123.74,3.51,667
93.03,6.02,7.91,1.9,2.53,1.52,1.9,3.63,123.73,3.5,668
84.96,6.04,7.54,2.04,2.81,2.08,0.94,1.83,123.88,3.43,669
67.39,4.23,7.52,2.24,2.9,1.94,0.89,1.45,123.6,2.75,670
64.14,4.34,7.05,2.01,3.06,2.12,1.12,1.8,123.78,3.15,671
67.18,4.76,7.33,1.96,2.85,1.59,1.19,1.52,123.98,3.82,672
61.87,4.81,8.11,2.3,3.22,2.04,0.9,1.53,123.7,3.75,673
65.86,4.31,7.18,2.02,2.87,1.75,1.06,1.39,123.73,3.55,674
65.32,4.35,7.21,2.34,2.99,1.96,1.08,1.37,123.75,3.92,675
